time,E-BGM,E-BVW,E-BWK,E-BSL,E-BMR,E-CST,E-DIM,E-DOD,E-DTC,E-EEM,E-EHV,E-ENS,E-GER,E-HGL,E-KIJ,E-LLS,E-LSM,E-MBT,E-MVL,E-MEE,E-OZN,E-OHK,E-RIL,E-SMH,E-TIL,E-VVL,E-VHZ,E-WTR,E-WEW,E-WES,E-ZYV,E-ZWO,E-BRK
2040-01-01 00:00:00,0.5815,0,0,0,0,0,0,0.5815,0.5815,0.5815,0,0.5815,0,0,0,0.5815,0.5815,0.5815,0,0.5815,0,0.5815,0,0,0,0.5815,0,0,0.5815,0,0.5815,0,0
2040-01-01 01:00:00,0.6078,0,0,0,0,0,0,0.6078,0.6078,0.6078,0,0.6078,0,0,0,0.6078,0.6078,0.6078,0,0.6078,0,0.6078,0,0,0,0.6078,0,0,0.6078,0,0.6078,0,0
2040-01-01 02:00:00,0.6329,0,0,0,0,0,0,0.6329,0.6329,0.6329,0,0.6329,0,0,0,0.6329,0.6329,0.6329,0,0.6329,0,0.6329,0,0,0,0.6329,0,0,0.6329,0,0.6329,0,0
2040-01-01 03:00:00,0.7024,0,0,0,0,0,0,0.7024,0.7024,0.7024,0,0.7024,0,0,0,0.7024,0.7024,0.7024,0,0.7024,0,0.7024,0,0,0,0.7024,0,0,0.7024,0,0.7024,0,0
2040-01-01 04:00:00,0.725,0,0,0,0,0,0,0.725,0.725,0.725,0,0.725,0,0,0,0.725,0.725,0.725,0,0.725,0,0.725,0,0,0,0.725,0,0,0.725,0,0.725,0,0
2040-01-01 05:00:00,0.7257,0,0,0,0,0,0,0.7257,0.7257,0.7257,0,0.7257,0,0,0,0.7257,0.7257,0.7257,0,0.7257,0,0.7257,0,0,0,0.7257,0,0,0.7257,0,0.7257,0,0
2040-01-01 06:00:00,0.713,0,0,0,0,0,0,0.713,0.713,0.713,0,0.713,0,0,0,0.713,0.713,0.713,0,0.713,0,0.713,0,0,0,0.713,0,0,0.713,0,0.713,0,0
2040-01-01 07:00:00,0.6656,0,0,0,0,0,0,0.6656,0.6656,0.6656,0,0.6656,0,0,0,0.6656,0.6656,0.6656,0,0.6656,0,0.6656,0,0,0,0.6656,0,0,0.6656,0,0.6656,0,0
2040-01-01 08:00:00,0.6109,0,0,0,0,0,0,0.6109,0.6109,0.6109,0,0.6109,0,0,0,0.6109,0.6109,0.6109,0,0.6109,0,0.6109,0,0,0,0.6109,0,0,0.6109,0,0.6109,0,0
2040-01-01 09:00:00,0.5566,0,0,0,0,0,0,0.5566,0.5566,0.5566,0,0.5566,0,0,0,0.5566,0.5566,0.5566,0,0.5566,0,0.5566,0,0,0,0.5566,0,0,0.5566,0,0.5566,0,0
2040-01-01 10:00:00,0.5485,0,0,0,0,0,0,0.5485,0.5485,0.5485,0,0.5485,0,0,0,0.5485,0.5485,0.5485,0,0.5485,0,0.5485,0,0,0,0.5485,0,0,0.5485,0,0.5485,0,0
2040-01-01 11:00:00,0.5868,0,0,0,0,0,0,0.5868,0.5868,0.5868,0,0.5868,0,0,0,0.5868,0.5868,0.5868,0,0.5868,0,0.5868,0,0,0,0.5868,0,0,0.5868,0,0.5868,0,0
2040-01-01 12:00:00,0.6209,0,0,0,0,0,0,0.6209,0.6209,0.6209,0,0.6209,0,0,0,0.6209,0.6209,0.6209,0,0.6209,0,0.6209,0,0,0,0.6209,0,0,0.6209,0,0.6209,0,0
2040-01-01 13:00:00,0.6594,0,0,0,0,0,0,0.6594,0.6594,0.6594,0,0.6594,0,0,0,0.6594,0.6594,0.6594,0,0.6594,0,0.6594,0,0,0,0.6594,0,0,0.6594,0,0.6594,0,0
2040-01-01 14:00:00,0.7342,0,0,0,0,0,0,0.7342,0.7342,0.7342,0,0.7342,0,0,0,0.7342,0.7342,0.7342,0,0.7342,0,0.7342,0,0,0,0.7342,0,0,0.7342,0,0.7342,0,0
2040-01-01 15:00:00,0.8132,0,0,0,0,0,0,0.8132,0.8132,0.8132,0,0.8132,0,0,0,0.8132,0.8132,0.8132,0,0.8132,0,0.8132,0,0,0,0.8132,0,0,0.8132,0,0.8132,0,0
2040-01-01 16:00:00,0.848,0,0,0,0,0,0,0.848,0.848,0.848,0,0.848,0,0,0,0.848,0.848,0.848,0,0.848,0,0.848,0,0,0,0.848,0,0,0.848,0,0.848,0,0
2040-01-01 17:00:00,0.8609,0,0,0,0,0,0,0.8609,0.8609,0.8609,0,0.8609,0,0,0,0.8609,0.8609,0.8609,0,0.8609,0,0.8609,0,0,0,0.8609,0,0,0.8609,0,0.8609,0,0
2040-01-01 18:00:00,0.8619,0,0,0,0,0,0,0.8619,0.8619,0.8619,0,0.8619,0,0,0,0.8619,0.8619,0.8619,0,0.8619,0,0.8619,0,0,0,0.8619,0,0,0.8619,0,0.8619,0,0
2040-01-01 19:00:00,0.8572,0,0,0,0,0,0,0.8572,0.8572,0.8572,0,0.8572,0,0,0,0.8572,0.8572,0.8572,0,0.8572,0,0.8572,0,0,0,0.8572,0,0,0.8572,0,0.8572,0,0
2040-01-01 20:00:00,0.8381,0,0,0,0,0,0,0.8381,0.8381,0.8381,0,0.8381,0,0,0,0.8381,0.8381,0.8381,0,0.8381,0,0.8381,0,0,0,0.8381,0,0,0.8381,0,0.8381,0,0
2040-01-01 21:00:00,0.8286,0,0,0,0,0,0,0.8286,0.8286,0.8286,0,0.8286,0,0,0,0.8286,0.8286,0.8286,0,0.8286,0,0.8286,0,0,0,0.8286,0,0,0.8286,0,0.8286,0,0
2040-01-01 22:00:00,0.8293,0,0,0,0,0,0,0.8293,0.8293,0.8293,0,0.8293,0,0,0,0.8293,0.8293,0.8293,0,0.8293,0,0.8293,0,0,0,0.8293,0,0,0.8293,0,0.8293,0,0
2040-01-01 23:00:00,0.832,0,0,0,0,0,0,0.832,0.832,0.832,0,0.832,0,0,0,0.832,0.832,0.832,0,0.832,0,0.832,0,0,0,0.832,0,0,0.832,0,0.832,0,0
2040-01-02 00:00:00,0.8323,0,0,0,0,0,0,0.8323,0.8323,0.8323,0,0.8323,0,0,0,0.8323,0.8323,0.8323,0,0.8323,0,0.8323,0,0,0,0.8323,0,0,0.8323,0,0.8323,0,0
2040-01-02 01:00:00,0.8241,0,0,0,0,0,0,0.8241,0.8241,0.8241,0,0.8241,0,0,0,0.8241,0.8241,0.8241,0,0.8241,0,0.8241,0,0,0,0.8241,0,0,0.8241,0,0.8241,0,0
2040-01-02 02:00:00,0.8155,0,0,0,0,0,0,0.8155,0.8155,0.8155,0,0.8155,0,0,0,0.8155,0.8155,0.8155,0,0.8155,0,0.8155,0,0,0,0.8155,0,0,0.8155,0,0.8155,0,0
2040-01-02 03:00:00,0.799,0,0,0,0,0,0,0.799,0.799,0.799,0,0.799,0,0,0,0.799,0.799,0.799,0,0.799,0,0.799,0,0,0,0.799,0,0,0.799,0,0.799,0,0
2040-01-02 04:00:00,0.7755,0,0,0,0,0,0,0.7755,0.7755,0.7755,0,0.7755,0,0,0,0.7755,0.7755,0.7755,0,0.7755,0,0.7755,0,0,0,0.7755,0,0,0.7755,0,0.7755,0,0
2040-01-02 05:00:00,0.7634,0,0,0,0,0,0,0.7634,0.7634,0.7634,0,0.7634,0,0,0,0.7634,0.7634,0.7634,0,0.7634,0,0.7634,0,0,0,0.7634,0,0,0.7634,0,0.7634,0,0
2040-01-02 06:00:00,0.7417,0,0,0,0,0,0,0.7417,0.7417,0.7417,0,0.7417,0,0,0,0.7417,0.7417,0.7417,0,0.7417,0,0.7417,0,0,0,0.7417,0,0,0.7417,0,0.7417,0,0
2040-01-02 07:00:00,0.7,0,0,0,0,0,0,0.7,0.7,0.7,0,0.7,0,0,0,0.7,0.7,0.7,0,0.7,0,0.7,0,0,0,0.7,0,0,0.7,0,0.7,0,0
2040-01-02 08:00:00,0.6645,0,0,0,0,0,0,0.6645,0.6645,0.6645,0,0.6645,0,0,0,0.6645,0.6645,0.6645,0,0.6645,0,0.6645,0,0,0,0.6645,0,0,0.6645,0,0.6645,0,0
2040-01-02 09:00:00,0.6194,0,0,0,0,0,0,0.6194,0.6194,0.6194,0,0.6194,0,0,0,0.6194,0.6194,0.6194,0,0.6194,0,0.6194,0,0,0,0.6194,0,0,0.6194,0,0.6194,0,0
2040-01-02 10:00:00,0.5465,0,0,0,0,0,0,0.5465,0.5465,0.5465,0,0.5465,0,0,0,0.5465,0.5465,0.5465,0,0.5465,0,0.5465,0,0,0,0.5465,0,0,0.5465,0,0.5465,0,0
2040-01-02 11:00:00,0.5101,0,0,0,0,0,0,0.5101,0.5101,0.5101,0,0.5101,0,0,0,0.5101,0.5101,0.5101,0,0.5101,0,0.5101,0,0,0,0.5101,0,0,0.5101,0,0.5101,0,0
2040-01-02 12:00:00,0.4734,0,0,0,0,0,0,0.4734,0.4734,0.4734,0,0.4734,0,0,0,0.4734,0.4734,0.4734,0,0.4734,0,0.4734,0,0,0,0.4734,0,0,0.4734,0,0.4734,0,0
2040-01-02 13:00:00,0.4319,0,0,0,0,0,0,0.4319,0.4319,0.4319,0,0.4319,0,0,0,0.4319,0.4319,0.4319,0,0.4319,0,0.4319,0,0,0,0.4319,0,0,0.4319,0,0.4319,0,0
2040-01-02 14:00:00,0.4132,0,0,0,0,0,0,0.4132,0.4132,0.4132,0,0.4132,0,0,0,0.4132,0.4132,0.4132,0,0.4132,0,0.4132,0,0,0,0.4132,0,0,0.4132,0,0.4132,0,0
2040-01-02 15:00:00,0.3978,0,0,0,0,0,0,0.3978,0.3978,0.3978,0,0.3978,0,0,0,0.3978,0.3978,0.3978,0,0.3978,0,0.3978,0,0,0,0.3978,0,0,0.3978,0,0.3978,0,0
2040-01-02 16:00:00,0.3661,0,0,0,0,0,0,0.3661,0.3661,0.3661,0,0.3661,0,0,0,0.3661,0.3661,0.3661,0,0.3661,0,0.3661,0,0,0,0.3661,0,0,0.3661,0,0.3661,0,0
2040-01-02 17:00:00,0.3179,0,0,0,0,0,0,0.3179,0.3179,0.3179,0,0.3179,0,0,0,0.3179,0.3179,0.3179,0,0.3179,0,0.3179,0,0,0,0.3179,0,0,0.3179,0,0.3179,0,0
2040-01-02 18:00:00,0.2788,0,0,0,0,0,0,0.2788,0.2788,0.2788,0,0.2788,0,0,0,0.2788,0.2788,0.2788,0,0.2788,0,0.2788,0,0,0,0.2788,0,0,0.2788,0,0.2788,0,0
2040-01-02 19:00:00,0.2574,0,0,0,0,0,0,0.2574,0.2574,0.2574,0,0.2574,0,0,0,0.2574,0.2574,0.2574,0,0.2574,0,0.2574,0,0,0,0.2574,0,0,0.2574,0,0.2574,0,0
2040-01-02 20:00:00,0.2539,0,0,0,0,0,0,0.2539,0.2539,0.2539,0,0.2539,0,0,0,0.2539,0.2539,0.2539,0,0.2539,0,0.2539,0,0,0,0.2539,0,0,0.2539,0,0.2539,0,0
2040-01-02 21:00:00,0.257,0,0,0,0,0,0,0.257,0.257,0.257,0,0.257,0,0,0,0.257,0.257,0.257,0,0.257,0,0.257,0,0,0,0.257,0,0,0.257,0,0.257,0,0
2040-01-02 22:00:00,0.2654,0,0,0,0,0,0,0.2654,0.2654,0.2654,0,0.2654,0,0,0,0.2654,0.2654,0.2654,0,0.2654,0,0.2654,0,0,0,0.2654,0,0,0.2654,0,0.2654,0,0
2040-01-02 23:00:00,0.2692,0,0,0,0,0,0,0.2692,0.2692,0.2692,0,0.2692,0,0,0,0.2692,0.2692,0.2692,0,0.2692,0,0.2692,0,0,0,0.2692,0,0,0.2692,0,0.2692,0,0
2040-01-03 00:00:00,0.2644,0,0,0,0,0,0,0.2644,0.2644,0.2644,0,0.2644,0,0,0,0.2644,0.2644,0.2644,0,0.2644,0,0.2644,0,0,0,0.2644,0,0,0.2644,0,0.2644,0,0
2040-01-03 01:00:00,0.2597,0,0,0,0,0,0,0.2597,0.2597,0.2597,0,0.2597,0,0,0,0.2597,0.2597,0.2597,0,0.2597,0,0.2597,0,0,0,0.2597,0,0,0.2597,0,0.2597,0,0
2040-01-03 02:00:00,0.2619,0,0,0,0,0,0,0.2619,0.2619,0.2619,0,0.2619,0,0,0,0.2619,0.2619,0.2619,0,0.2619,0,0.2619,0,0,0,0.2619,0,0,0.2619,0,0.2619,0,0
2040-01-03 03:00:00,0.2751,0,0,0,0,0,0,0.2751,0.2751,0.2751,0,0.2751,0,0,0,0.2751,0.2751,0.2751,0,0.2751,0,0.2751,0,0,0,0.2751,0,0,0.2751,0,0.2751,0,0
2040-01-03 04:00:00,0.2905,0,0,0,0,0,0,0.2905,0.2905,0.2905,0,0.2905,0,0,0,0.2905,0.2905,0.2905,0,0.2905,0,0.2905,0,0,0,0.2905,0,0,0.2905,0,0.2905,0,0
2040-01-03 05:00:00,0.2911,0,0,0,0,0,0,0.2911,0.2911,0.2911,0,0.2911,0,0,0,0.2911,0.2911,0.2911,0,0.2911,0,0.2911,0,0,0,0.2911,0,0,0.2911,0,0.2911,0,0
2040-01-03 06:00:00,0.2846,0,0,0,0,0,0,0.2846,0.2846,0.2846,0,0.2846,0,0,0,0.2846,0.2846,0.2846,0,0.2846,0,0.2846,0,0,0,0.2846,0,0,0.2846,0,0.2846,0,0
2040-01-03 07:00:00,0.2831,0,0,0,0,0,0,0.2831,0.2831,0.2831,0,0.2831,0,0,0,0.2831,0.2831,0.2831,0,0.2831,0,0.2831,0,0,0,0.2831,0,0,0.2831,0,0.2831,0,0
2040-01-03 08:00:00,0.2765,0,0,0,0,0,0,0.2765,0.2765,0.2765,0,0.2765,0,0,0,0.2765,0.2765,0.2765,0,0.2765,0,0.2765,0,0,0,0.2765,0,0,0.2765,0,0.2765,0,0
2040-01-03 09:00:00,0.2416,0,0,0,0,0,0,0.2416,0.2416,0.2416,0,0.2416,0,0,0,0.2416,0.2416,0.2416,0,0.2416,0,0.2416,0,0,0,0.2416,0,0,0.2416,0,0.2416,0,0
2040-01-03 10:00:00,0.2092,0,0,0,0,0,0,0.2092,0.2092,0.2092,0,0.2092,0,0,0,0.2092,0.2092,0.2092,0,0.2092,0,0.2092,0,0,0,0.2092,0,0,0.2092,0,0.2092,0,0
2040-01-03 11:00:00,0.2119,0,0,0,0,0,0,0.2119,0.2119,0.2119,0,0.2119,0,0,0,0.2119,0.2119,0.2119,0,0.2119,0,0.2119,0,0,0,0.2119,0,0,0.2119,0,0.2119,0,0
2040-01-03 12:00:00,0.2082,0,0,0,0,0,0,0.2082,0.2082,0.2082,0,0.2082,0,0,0,0.2082,0.2082,0.2082,0,0.2082,0,0.2082,0,0,0,0.2082,0,0,0.2082,0,0.2082,0,0
2040-01-03 13:00:00,0.1896,0,0,0,0,0,0,0.1896,0.1896,0.1896,0,0.1896,0,0,0,0.1896,0.1896,0.1896,0,0.1896,0,0.1896,0,0,0,0.1896,0,0,0.1896,0,0.1896,0,0
2040-01-03 14:00:00,0.1921,0,0,0,0,0,0,0.1921,0.1921,0.1921,0,0.1921,0,0,0,0.1921,0.1921,0.1921,0,0.1921,0,0.1921,0,0,0,0.1921,0,0,0.1921,0,0.1921,0,0
2040-01-03 15:00:00,0.2206,0,0,0,0,0,0,0.2206,0.2206,0.2206,0,0.2206,0,0,0,0.2206,0.2206,0.2206,0,0.2206,0,0.2206,0,0,0,0.2206,0,0,0.2206,0,0.2206,0,0
2040-01-03 16:00:00,0.2363,0,0,0,0,0,0,0.2363,0.2363,0.2363,0,0.2363,0,0,0,0.2363,0.2363,0.2363,0,0.2363,0,0.2363,0,0,0,0.2363,0,0,0.2363,0,0.2363,0,0
2040-01-03 17:00:00,0.2357,0,0,0,0,0,0,0.2357,0.2357,0.2357,0,0.2357,0,0,0,0.2357,0.2357,0.2357,0,0.2357,0,0.2357,0,0,0,0.2357,0,0,0.2357,0,0.2357,0,0
2040-01-03 18:00:00,0.2051,0,0,0,0,0,0,0.2051,0.2051,0.2051,0,0.2051,0,0,0,0.2051,0.2051,0.2051,0,0.2051,0,0.2051,0,0,0,0.2051,0,0,0.2051,0,0.2051,0,0
2040-01-03 19:00:00,0.1603,0,0,0,0,0,0,0.1603,0.1603,0.1603,0,0.1603,0,0,0,0.1603,0.1603,0.1603,0,0.1603,0,0.1603,0,0,0,0.1603,0,0,0.1603,0,0.1603,0,0
2040-01-03 20:00:00,0.1535,0,0,0,0,0,0,0.1535,0.1535,0.1535,0,0.1535,0,0,0,0.1535,0.1535,0.1535,0,0.1535,0,0.1535,0,0,0,0.1535,0,0,0.1535,0,0.1535,0,0
2040-01-03 21:00:00,0.183,0,0,0,0,0,0,0.183,0.183,0.183,0,0.183,0,0,0,0.183,0.183,0.183,0,0.183,0,0.183,0,0,0,0.183,0,0,0.183,0,0.183,0,0
2040-01-03 22:00:00,0.1882,0,0,0,0,0,0,0.1882,0.1882,0.1882,0,0.1882,0,0,0,0.1882,0.1882,0.1882,0,0.1882,0,0.1882,0,0,0,0.1882,0,0,0.1882,0,0.1882,0,0
2040-01-03 23:00:00,0.171,0,0,0,0,0,0,0.171,0.171,0.171,0,0.171,0,0,0,0.171,0.171,0.171,0,0.171,0,0.171,0,0,0,0.171,0,0,0.171,0,0.171,0,0
2040-01-04 00:00:00,0.1565,0,0,0,0,0,0,0.1565,0.1565,0.1565,0,0.1565,0,0,0,0.1565,0.1565,0.1565,0,0.1565,0,0.1565,0,0,0,0.1565,0,0,0.1565,0,0.1565,0,0
2040-01-04 01:00:00,0.1597,0,0,0,0,0,0,0.1597,0.1597,0.1597,0,0.1597,0,0,0,0.1597,0.1597,0.1597,0,0.1597,0,0.1597,0,0,0,0.1597,0,0,0.1597,0,0.1597,0,0
2040-01-04 02:00:00,0.1788,0,0,0,0,0,0,0.1788,0.1788,0.1788,0,0.1788,0,0,0,0.1788,0.1788,0.1788,0,0.1788,0,0.1788,0,0,0,0.1788,0,0,0.1788,0,0.1788,0,0
2040-01-04 03:00:00,0.2052,0,0,0,0,0,0,0.2052,0.2052,0.2052,0,0.2052,0,0,0,0.2052,0.2052,0.2052,0,0.2052,0,0.2052,0,0,0,0.2052,0,0,0.2052,0,0.2052,0,0
2040-01-04 04:00:00,0.2522,0,0,0,0,0,0,0.2522,0.2522,0.2522,0,0.2522,0,0,0,0.2522,0.2522,0.2522,0,0.2522,0,0.2522,0,0,0,0.2522,0,0,0.2522,0,0.2522,0,0
2040-01-04 05:00:00,0.3141,0,0,0,0,0,0,0.3141,0.3141,0.3141,0,0.3141,0,0,0,0.3141,0.3141,0.3141,0,0.3141,0,0.3141,0,0,0,0.3141,0,0,0.3141,0,0.3141,0,0
2040-01-04 06:00:00,0.3593,0,0,0,0,0,0,0.3593,0.3593,0.3593,0,0.3593,0,0,0,0.3593,0.3593,0.3593,0,0.3593,0,0.3593,0,0,0,0.3593,0,0,0.3593,0,0.3593,0,0
2040-01-04 07:00:00,0.3778,0,0,0,0,0,0,0.3778,0.3778,0.3778,0,0.3778,0,0,0,0.3778,0.3778,0.3778,0,0.3778,0,0.3778,0,0,0,0.3778,0,0,0.3778,0,0.3778,0,0
2040-01-04 08:00:00,0.4004,0,0,0,0,0,0,0.4004,0.4004,0.4004,0,0.4004,0,0,0,0.4004,0.4004,0.4004,0,0.4004,0,0.4004,0,0,0,0.4004,0,0,0.4004,0,0.4004,0,0
2040-01-04 09:00:00,0.4061,0,0,0,0,0,0,0.4061,0.4061,0.4061,0,0.4061,0,0,0,0.4061,0.4061,0.4061,0,0.4061,0,0.4061,0,0,0,0.4061,0,0,0.4061,0,0.4061,0,0
2040-01-04 10:00:00,0.4109,0,0,0,0,0,0,0.4109,0.4109,0.4109,0,0.4109,0,0,0,0.4109,0.4109,0.4109,0,0.4109,0,0.4109,0,0,0,0.4109,0,0,0.4109,0,0.4109,0,0
2040-01-04 11:00:00,0.4203,0,0,0,0,0,0,0.4203,0.4203,0.4203,0,0.4203,0,0,0,0.4203,0.4203,0.4203,0,0.4203,0,0.4203,0,0,0,0.4203,0,0,0.4203,0,0.4203,0,0
2040-01-04 12:00:00,0.4283,0,0,0,0,0,0,0.4283,0.4283,0.4283,0,0.4283,0,0,0,0.4283,0.4283,0.4283,0,0.4283,0,0.4283,0,0,0,0.4283,0,0,0.4283,0,0.4283,0,0
2040-01-04 13:00:00,0.4324,0,0,0,0,0,0,0.4324,0.4324,0.4324,0,0.4324,0,0,0,0.4324,0.4324,0.4324,0,0.4324,0,0.4324,0,0,0,0.4324,0,0,0.4324,0,0.4324,0,0
2040-01-04 14:00:00,0.436,0,0,0,0,0,0,0.436,0.436,0.436,0,0.436,0,0,0,0.436,0.436,0.436,0,0.436,0,0.436,0,0,0,0.436,0,0,0.436,0,0.436,0,0
2040-01-04 15:00:00,0.4276,0,0,0,0,0,0,0.4276,0.4276,0.4276,0,0.4276,0,0,0,0.4276,0.4276,0.4276,0,0.4276,0,0.4276,0,0,0,0.4276,0,0,0.4276,0,0.4276,0,0
2040-01-04 16:00:00,0.4204,0,0,0,0,0,0,0.4204,0.4204,0.4204,0,0.4204,0,0,0,0.4204,0.4204,0.4204,0,0.4204,0,0.4204,0,0,0,0.4204,0,0,0.4204,0,0.4204,0,0
2040-01-04 17:00:00,0.4072,0,0,0,0,0,0,0.4072,0.4072,0.4072,0,0.4072,0,0,0,0.4072,0.4072,0.4072,0,0.4072,0,0.4072,0,0,0,0.4072,0,0,0.4072,0,0.4072,0,0
2040-01-04 18:00:00,0.3956,0,0,0,0,0,0,0.3956,0.3956,0.3956,0,0.3956,0,0,0,0.3956,0.3956,0.3956,0,0.3956,0,0.3956,0,0,0,0.3956,0,0,0.3956,0,0.3956,0,0
2040-01-04 19:00:00,0.3848,0,0,0,0,0,0,0.3848,0.3848,0.3848,0,0.3848,0,0,0,0.3848,0.3848,0.3848,0,0.3848,0,0.3848,0,0,0,0.3848,0,0,0.3848,0,0.3848,0,0
2040-01-04 20:00:00,0.3771,0,0,0,0,0,0,0.3771,0.3771,0.3771,0,0.3771,0,0,0,0.3771,0.3771,0.3771,0,0.3771,0,0.3771,0,0,0,0.3771,0,0,0.3771,0,0.3771,0,0
2040-01-04 21:00:00,0.3985,0,0,0,0,0,0,0.3985,0.3985,0.3985,0,0.3985,0,0,0,0.3985,0.3985,0.3985,0,0.3985,0,0.3985,0,0,0,0.3985,0,0,0.3985,0,0.3985,0,0
2040-01-04 22:00:00,0.4336,0,0,0,0,0,0,0.4336,0.4336,0.4336,0,0.4336,0,0,0,0.4336,0.4336,0.4336,0,0.4336,0,0.4336,0,0,0,0.4336,0,0,0.4336,0,0.4336,0,0
2040-01-04 23:00:00,0.4815,0,0,0,0,0,0,0.4815,0.4815,0.4815,0,0.4815,0,0,0,0.4815,0.4815,0.4815,0,0.4815,0,0.4815,0,0,0,0.4815,0,0,0.4815,0,0.4815,0,0
2040-01-05 00:00:00,0.5256,0,0,0,0,0,0,0.5256,0.5256,0.5256,0,0.5256,0,0,0,0.5256,0.5256,0.5256,0,0.5256,0,0.5256,0,0,0,0.5256,0,0,0.5256,0,0.5256,0,0
2040-01-05 01:00:00,0.5727,0,0,0,0,0,0,0.5727,0.5727,0.5727,0,0.5727,0,0,0,0.5727,0.5727,0.5727,0,0.5727,0,0.5727,0,0,0,0.5727,0,0,0.5727,0,0.5727,0,0
2040-01-05 02:00:00,0.6285,0,0,0,0,0,0,0.6285,0.6285,0.6285,0,0.6285,0,0,0,0.6285,0.6285,0.6285,0,0.6285,0,0.6285,0,0,0,0.6285,0,0,0.6285,0,0.6285,0,0
2040-01-05 03:00:00,0.6684,0,0,0,0,0,0,0.6684,0.6684,0.6684,0,0.6684,0,0,0,0.6684,0.6684,0.6684,0,0.6684,0,0.6684,0,0,0,0.6684,0,0,0.6684,0,0.6684,0,0
2040-01-05 04:00:00,0.6704,0,0,0,0,0,0,0.6704,0.6704,0.6704,0,0.6704,0,0,0,0.6704,0.6704,0.6704,0,0.6704,0,0.6704,0,0,0,0.6704,0,0,0.6704,0,0.6704,0,0
2040-01-05 05:00:00,0.6831,0,0,0,0,0,0,0.6831,0.6831,0.6831,0,0.6831,0,0,0,0.6831,0.6831,0.6831,0,0.6831,0,0.6831,0,0,0,0.6831,0,0,0.6831,0,0.6831,0,0
2040-01-05 06:00:00,0.6745,0,0,0,0,0,0,0.6745,0.6745,0.6745,0,0.6745,0,0,0,0.6745,0.6745,0.6745,0,0.6745,0,0.6745,0,0,0,0.6745,0,0,0.6745,0,0.6745,0,0
2040-01-05 07:00:00,0.6614,0,0,0,0,0,0,0.6614,0.6614,0.6614,0,0.6614,0,0,0,0.6614,0.6614,0.6614,0,0.6614,0,0.6614,0,0,0,0.6614,0,0,0.6614,0,0.6614,0,0
2040-01-05 08:00:00,0.649,0,0,0,0,0,0,0.649,0.649,0.649,0,0.649,0,0,0,0.649,0.649,0.649,0,0.649,0,0.649,0,0,0,0.649,0,0,0.649,0,0.649,0,0
2040-01-05 09:00:00,0.6458,0,0,0,0,0,0,0.6458,0.6458,0.6458,0,0.6458,0,0,0,0.6458,0.6458,0.6458,0,0.6458,0,0.6458,0,0,0,0.6458,0,0,0.6458,0,0.6458,0,0
2040-01-05 10:00:00,0.6355,0,0,0,0,0,0,0.6355,0.6355,0.6355,0,0.6355,0,0,0,0.6355,0.6355,0.6355,0,0.6355,0,0.6355,0,0,0,0.6355,0,0,0.6355,0,0.6355,0,0
2040-01-05 11:00:00,0.6117,0,0,0,0,0,0,0.6117,0.6117,0.6117,0,0.6117,0,0,0,0.6117,0.6117,0.6117,0,0.6117,0,0.6117,0,0,0,0.6117,0,0,0.6117,0,0.6117,0,0
2040-01-05 12:00:00,0.582,0,0,0,0,0,0,0.582,0.582,0.582,0,0.582,0,0,0,0.582,0.582,0.582,0,0.582,0,0.582,0,0,0,0.582,0,0,0.582,0,0.582,0,0
2040-01-05 13:00:00,0.559,0,0,0,0,0,0,0.559,0.559,0.559,0,0.559,0,0,0,0.559,0.559,0.559,0,0.559,0,0.559,0,0,0,0.559,0,0,0.559,0,0.559,0,0
2040-01-05 14:00:00,0.5392,0,0,0,0,0,0,0.5392,0.5392,0.5392,0,0.5392,0,0,0,0.5392,0.5392,0.5392,0,0.5392,0,0.5392,0,0,0,0.5392,0,0,0.5392,0,0.5392,0,0
2040-01-05 15:00:00,0.5202,0,0,0,0,0,0,0.5202,0.5202,0.5202,0,0.5202,0,0,0,0.5202,0.5202,0.5202,0,0.5202,0,0.5202,0,0,0,0.5202,0,0,0.5202,0,0.5202,0,0
2040-01-05 16:00:00,0.5093,0,0,0,0,0,0,0.5093,0.5093,0.5093,0,0.5093,0,0,0,0.5093,0.5093,0.5093,0,0.5093,0,0.5093,0,0,0,0.5093,0,0,0.5093,0,0.5093,0,0
2040-01-05 17:00:00,0.4989,0,0,0,0,0,0,0.4989,0.4989,0.4989,0,0.4989,0,0,0,0.4989,0.4989,0.4989,0,0.4989,0,0.4989,0,0,0,0.4989,0,0,0.4989,0,0.4989,0,0
2040-01-05 18:00:00,0.4793,0,0,0,0,0,0,0.4793,0.4793,0.4793,0,0.4793,0,0,0,0.4793,0.4793,0.4793,0,0.4793,0,0.4793,0,0,0,0.4793,0,0,0.4793,0,0.4793,0,0
2040-01-05 19:00:00,0.4751,0,0,0,0,0,0,0.4751,0.4751,0.4751,0,0.4751,0,0,0,0.4751,0.4751,0.4751,0,0.4751,0,0.4751,0,0,0,0.4751,0,0,0.4751,0,0.4751,0,0
2040-01-05 20:00:00,0.4804,0,0,0,0,0,0,0.4804,0.4804,0.4804,0,0.4804,0,0,0,0.4804,0.4804,0.4804,0,0.4804,0,0.4804,0,0,0,0.4804,0,0,0.4804,0,0.4804,0,0
2040-01-05 21:00:00,0.471,0,0,0,0,0,0,0.471,0.471,0.471,0,0.471,0,0,0,0.471,0.471,0.471,0,0.471,0,0.471,0,0,0,0.471,0,0,0.471,0,0.471,0,0
